2022-05-24T18:32:09.883137472Z I0524 18:32:09.882989       1 profiler.go:21] Starting profiling endpoint at http://127.0.0.1:6060/debug/pprof/
2022-05-24T18:32:12.755405621Z I0524 18:32:12.755368       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'RequiredInstallerResourcesMissing' secrets: etcd-all-certs, secrets: etcd-all-certs-6
2022-05-24T18:32:12.762282508Z I0524 18:32:12.762258       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "ScriptControllerDegraded: \"configmap/etcd-pod\": missing env var values\nNodeControllerDegraded: All master nodes are ready\nInstallerControllerDegraded: missing required resources: [secrets: etcd-all-certs, secrets: etcd-all-certs-6]\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-169-205.ec2.internal is unhealthy" to "ScriptControllerDegraded: \"configmap/etcd-pod\": missing env var values\nNodeControllerDegraded: All master nodes are ready\nInstallerControllerDegraded: missing required resources: [secrets: etcd-all-certs, secrets: etcd-all-certs-6]\nEtcdMembersDegraded: No unhealthy members found"
2022-05-24T18:32:12.802462508Z E0524 18:32:12.802426       1 base_controller.go:272] InstallerController reconciliation failed: missing required resources: [secrets: etcd-all-certs, secrets: etcd-all-certs-6]
2022-05-24T18:32:12.802537393Z I0524 18:32:12.802464       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'RequiredInstallerResourcesMissing' secrets: etcd-all-certs, secrets: etcd-all-certs-6
2022-05-24T18:32:12.802756522Z I0524 18:32:12.802735       1 status_controller.go:211] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:31:32Z","message":"ScriptControllerDegraded: \"configmap/etcd-pod\": missing env var values\nNodeControllerDegraded: All master nodes are ready\nInstallerControllerDegraded: missing required resources: [secrets: etcd-all-certs, secrets: etcd-all-certs-6]\nEtcdMembersDegraded: No unhealthy members found","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:24:42Z","message":"NodeInstallerProgressing: 3 nodes are at revision 6\nEtcdMembersProgressing: No unstarted etcd members found","reason":"AsExpected","status":"False","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:09:41Z","message":"StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 3 members are available","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:41Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2022-05-24T18:07:41Z","reason":"ControllerStarted","status":"Unknown","type":"RecentBackup"}]}}
2022-05-24T18:32:12.840380990Z I0524 18:32:12.840336       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Available message changed from "StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 2 of 3 members are available, ip-10-0-169-205.ec2.internal is unhealthy" to "StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 3 members are available"
2022-05-24T18:32:12.915467804Z I0524 18:32:12.915426       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'RequiredInstallerResourcesMissing' secrets: etcd-all-certs, secrets: etcd-all-certs-6
2022-05-24T18:32:12.915854958Z E0524 18:32:12.915807       1 base_controller.go:272] InstallerController reconciliation failed: missing required resources: [secrets: etcd-all-certs, secrets: etcd-all-certs-6]
2022-05-24T18:32:13.068681266Z I0524 18:32:13.068646       1 base_controller.go:73] Caches are synced for ConfigObserver 
2022-05-24T18:32:13.068746666Z I0524 18:32:13.068721       1 base_controller.go:110] Starting #1 worker of ConfigObserver controller ...
2022-05-24T18:32:13.269364306Z I0524 18:32:13.269318       1 base_controller.go:73] Caches are synced for BootstrapTeardownController 
2022-05-24T18:32:13.269398670Z I0524 18:32:13.269358       1 base_controller.go:110] Starting #1 worker of BootstrapTeardownController controller ...
2022-05-24T18:32:13.669300434Z I0524 18:32:13.669264       1 base_controller.go:73] Caches are synced for EtcdCertSignerController 
2022-05-24T18:32:13.669300434Z I0524 18:32:13.669294       1 base_controller.go:110] Starting #1 worker of EtcdCertSignerController controller ...
2022-05-24T18:32:13.670432111Z I0524 18:32:13.670367       1 base_controller.go:73] Caches are synced for TargetConfigController 
2022-05-24T18:32:13.670432111Z I0524 18:32:13.670383       1 base_controller.go:73] Caches are synced for RevisionController 
2022-05-24T18:32:13.670432111Z I0524 18:32:13.670395       1 base_controller.go:110] Starting #1 worker of RevisionController controller ...
2022-05-24T18:32:13.670498005Z I0524 18:32:13.670386       1 base_controller.go:110] Starting #1 worker of TargetConfigController controller ...
2022-05-24T18:32:13.767010993Z I0524 18:32:13.766977       1 request.go:665] Waited for 1.194255672s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd-operator/secrets?limit=500&resourceVersion=0
2022-05-24T18:32:13.868628197Z I0524 18:32:13.868585       1 base_controller.go:73] Caches are synced for ResourceSyncController 
2022-05-24T18:32:13.868628197Z I0524 18:32:13.868614       1 base_controller.go:110] Starting #1 worker of ResourceSyncController controller ...
2022-05-24T18:32:14.767412020Z I0524 18:32:14.767373       1 request.go:665] Waited for 2.093821875s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd
2022-05-24T18:32:14.992231541Z I0524 18:32:14.992190       1 status_controller.go:211] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:31:32Z","message":"NodeControllerDegraded: All master nodes are ready\nInstallerControllerDegraded: missing required resources: [secrets: etcd-all-certs, secrets: etcd-all-certs-6]\nEtcdMembersDegraded: No unhealthy members found","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:24:42Z","message":"NodeInstallerProgressing: 3 nodes are at revision 6\nEtcdMembersProgressing: No unstarted etcd members found","reason":"AsExpected","status":"False","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:09:41Z","message":"StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 3 members are available","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:41Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2022-05-24T18:07:41Z","reason":"ControllerStarted","status":"Unknown","type":"RecentBackup"}]}}
2022-05-24T18:32:15.009227934Z I0524 18:32:15.009161       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "ScriptControllerDegraded: \"configmap/etcd-pod\": missing env var values\nNodeControllerDegraded: All master nodes are ready\nInstallerControllerDegraded: missing required resources: [secrets: etcd-all-certs, secrets: etcd-all-certs-6]\nEtcdMembersDegraded: No unhealthy members found" to "NodeControllerDegraded: All master nodes are ready\nInstallerControllerDegraded: missing required resources: [secrets: etcd-all-certs, secrets: etcd-all-certs-6]\nEtcdMembersDegraded: No unhealthy members found"
2022-05-24T18:32:15.967526271Z I0524 18:32:15.967486       1 request.go:665] Waited for 1.396014166s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods/revision-pruner-6-ip-10-0-138-197.ec2.internal
2022-05-24T18:32:17.167623740Z I0524 18:32:17.167591       1 request.go:665] Waited for 1.396354636s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods/etcd-ip-10-0-138-197.ec2.internal
2022-05-24T18:32:17.374656689Z I0524 18:32:17.374605       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'PodCreated' Created Pod/revision-pruner-6-ip-10-0-138-197.ec2.internal -n openshift-etcd because it was missing
2022-05-24T18:32:18.366629961Z I0524 18:32:18.366592       1 request.go:665] Waited for 1.194668754s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods/etcd-ip-10-0-169-205.ec2.internal
2022-05-24T18:32:19.367516915Z I0524 18:32:19.367476       1 request.go:665] Waited for 1.196588739s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods/etcd-ip-10-0-138-197.ec2.internal
2022-05-24T18:32:20.367643860Z I0524 18:32:20.367603       1 request.go:665] Waited for 1.196653212s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/etcd-pod
2022-05-24T18:32:21.369148598Z I0524 18:32:21.369110       1 request.go:665] Waited for 1.19835074s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/services/etcd
2022-05-24T18:32:21.983585669Z I0524 18:32:21.983549       1 status_controller.go:211] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:31:32Z","message":"NodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: No unhealthy members found","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:24:42Z","message":"NodeInstallerProgressing: 3 nodes are at revision 6\nEtcdMembersProgressing: No unstarted etcd members found","reason":"AsExpected","status":"False","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:09:41Z","message":"StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 3 members are available","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:41Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2022-05-24T18:07:41Z","reason":"ControllerStarted","status":"Unknown","type":"RecentBackup"}]}}
2022-05-24T18:32:21.999664532Z I0524 18:32:21.999604       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "NodeControllerDegraded: All master nodes are ready\nInstallerControllerDegraded: missing required resources: [secrets: etcd-all-certs, secrets: etcd-all-certs-6]\nEtcdMembersDegraded: No unhealthy members found" to "NodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: No unhealthy members found"
2022-05-24T18:32:22.386900655Z I0524 18:32:22.375832       1 request.go:665] Waited for 1.204521645s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods/revision-pruner-6-ip-10-0-169-205.ec2.internal
2022-05-24T18:32:23.566722800Z I0524 18:32:23.566681       1 request.go:665] Waited for 1.58357296s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd
2022-05-24T18:32:24.566805034Z I0524 18:32:24.566748       1 request.go:665] Waited for 1.595473541s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods/etcd-ip-10-0-138-197.ec2.internal
2022-05-24T18:33:26.753154247Z I0524 18:33:26.753101       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'UnhealthyEtcdMember' unhealthy members: ip-10-0-138-197.ec2.internal
2022-05-24T18:33:26.764454742Z E0524 18:33:26.764422       1 base_controller.go:272] ClusterMemberController reconciliation failed: unhealthy members found during reconciling members
2022-05-24T18:33:26.766565223Z I0524 18:33:26.766520       1 status_controller.go:211] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:31:32Z","message":"ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: No unhealthy members found","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:24:42Z","message":"NodeInstallerProgressing: 3 nodes are at revision 6\nEtcdMembersProgressing: No unstarted etcd members found","reason":"AsExpected","status":"False","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:09:41Z","message":"StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 3 members are available","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:41Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2022-05-24T18:07:41Z","reason":"ControllerStarted","status":"Unknown","type":"RecentBackup"}]}}
2022-05-24T18:33:26.787808411Z I0524 18:33:26.787762       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "NodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: No unhealthy members found" to "ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: No unhealthy members found"
2022-05-24T18:33:27.587169685Z I0524 18:33:27.587124       1 status_controller.go:211] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:31:32Z","message":"ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:24:42Z","message":"NodeInstallerProgressing: 3 nodes are at revision 6\nEtcdMembersProgressing: No unstarted etcd members found","reason":"AsExpected","status":"False","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:09:41Z","message":"StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 3 members are available","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:41Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2022-05-24T18:07:41Z","reason":"ControllerStarted","status":"Unknown","type":"RecentBackup"}]}}
2022-05-24T18:33:27.604239806Z I0524 18:33:27.604196       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: No unhealthy members found" to "ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy"
2022-05-24T18:33:27.606134651Z I0524 18:33:27.606101       1 status_controller.go:211] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:31:32Z","message":"ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:24:42Z","message":"NodeInstallerProgressing: 3 nodes are at revision 6\nEtcdMembersProgressing: No unstarted etcd members found","reason":"AsExpected","status":"False","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:09:41Z","message":"StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:41Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2022-05-24T18:07:41Z","reason":"ControllerStarted","status":"Unknown","type":"RecentBackup"}]}}
2022-05-24T18:33:27.614699570Z I0524 18:33:27.614662       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Available message changed from "StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 3 members are available" to "StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy"
2022-05-24T18:33:28.766154028Z I0524 18:33:28.766118       1 request.go:665] Waited for 1.178417534s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/serviceaccounts/installer-sa
2022-05-24T18:33:29.965707868Z I0524 18:33:29.965676       1 request.go:665] Waited for 1.394406549s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/etcd-scripts
2022-05-24T18:33:30.966074522Z I0524 18:33:30.966034       1 request.go:665] Waited for 1.393480213s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods/etcd-ip-10-0-169-205.ec2.internal
2022-05-24T18:33:34.618907293Z I0524 18:33:34.618861       1 status_controller.go:211] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:31:32Z","message":"ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: The master nodes not ready: node \"ip-10-0-138-197.ec2.internal\" not ready since 2022-05-24 18:33:34 +0000 UTC because NodeStatusUnknown (Kubelet stopped posting node status.)\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:24:42Z","message":"NodeInstallerProgressing: 3 nodes are at revision 6\nEtcdMembersProgressing: No unstarted etcd members found","reason":"AsExpected","status":"False","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:09:41Z","message":"StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:41Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2022-05-24T18:07:41Z","reason":"ControllerStarted","status":"Unknown","type":"RecentBackup"}]}}
2022-05-24T18:33:34.633957387Z I0524 18:33:34.633899       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy" to "ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: The master nodes not ready: node \"ip-10-0-138-197.ec2.internal\" not ready since 2022-05-24 18:33:34 +0000 UTC because NodeStatusUnknown (Kubelet stopped posting node status.)\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy"
2022-05-24T18:33:35.765918379Z I0524 18:33:35.765879       1 request.go:665] Waited for 1.131188365s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/etcd-pod
2022-05-24T18:33:36.766298627Z I0524 18:33:36.766264       1 request.go:665] Waited for 1.596394145s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/serviceaccounts/etcd-sa
2022-05-24T18:33:41.786408020Z I0524 18:33:41.786366       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'UnhealthyEtcdMember' unhealthy members: ip-10-0-138-197.ec2.internal
2022-05-24T18:33:41.786594458Z E0524 18:33:41.786576       1 base_controller.go:272] ClusterMemberController reconciliation failed: unhealthy members found during reconciling members
2022-05-24T18:33:41.818420142Z E0524 18:33:41.818389       1 base_controller.go:272] DefragController reconciliation failed: cluster is unhealthy: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy
2022-05-24T18:33:41.825748158Z I0524 18:33:41.825714       1 status_controller.go:211] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:31:32Z","message":"ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: The master nodes not ready: node \"ip-10-0-138-197.ec2.internal\" not ready since 2022-05-24 18:33:34 +0000 UTC because NodeStatusUnknown (Kubelet stopped posting node status.)\nDefragControllerDegraded: cluster is unhealthy: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:24:42Z","message":"NodeInstallerProgressing: 3 nodes are at revision 6\nEtcdMembersProgressing: No unstarted etcd members found","reason":"AsExpected","status":"False","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:09:41Z","message":"StaticPodsAvailable: 3 nodes are active; 3 nodes are at revision 6\nEtcdMembersAvailable: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:41Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2022-05-24T18:07:41Z","reason":"ControllerStarted","status":"Unknown","type":"RecentBackup"}]}}
2022-05-24T18:33:41.837665346Z I0524 18:33:41.837625       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: The master nodes not ready: node \"ip-10-0-138-197.ec2.internal\" not ready since 2022-05-24 18:33:34 +0000 UTC because NodeStatusUnknown (Kubelet stopped posting node status.)\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy" to "ClusterMemberControllerDegraded: unhealthy members found during reconciling members\nNodeControllerDegraded: The master nodes not ready: node \"ip-10-0-138-197.ec2.internal\" not ready since 2022-05-24 18:33:34 +0000 UTC because NodeStatusUnknown (Kubelet stopped posting node status.)\nDefragControllerDegraded: cluster is unhealthy: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy\nEtcdMembersDegraded: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy"
2022-05-24T18:33:56.799319788Z I0524 18:33:56.799276       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'UnhealthyEtcdMember' unhealthy members: ip-10-0-138-197.ec2.internal
2022-05-24T18:33:56.799404295Z E0524 18:33:56.799386       1 base_controller.go:272] ClusterMemberController reconciliation failed: unhealthy members found during reconciling members
2022-05-24T18:33:56.845832334Z E0524 18:33:56.845790       1 base_controller.go:272] DefragController reconciliation failed: cluster is unhealthy: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy
2022-05-24T18:34:11.845021930Z I0524 18:34:11.844974       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'UnhealthyEtcdMember' unhealthy members: ip-10-0-138-197.ec2.internal
2022-05-24T18:34:11.845313826Z E0524 18:34:11.845297       1 base_controller.go:272] ClusterMemberController reconciliation failed: unhealthy members found during reconciling members
2022-05-24T18:34:11.865886843Z E0524 18:34:11.865857       1 base_controller.go:272] DefragController reconciliation failed: cluster is unhealthy: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy
2022-05-24T18:34:26.849484647Z I0524 18:34:26.849438       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'UnhealthyEtcdMember' unhealthy members: ip-10-0-138-197.ec2.internal
2022-05-24T18:34:26.849601525Z E0524 18:34:26.849583       1 base_controller.go:272] ClusterMemberController reconciliation failed: unhealthy members found during reconciling members
2022-05-24T18:34:26.877874061Z E0524 18:34:26.877844       1 base_controller.go:272] DefragController reconciliation failed: cluster is unhealthy: 2 of 3 members are available, ip-10-0-138-197.ec2.internal is unhealthy
