2022-05-24T18:31:41.385404166Z I0524 18:31:41.385263       1 flags.go:59] FLAG: --accesstoken-inactivity-timeout="0s"
2022-05-24T18:31:42.434515722Z I0524 18:31:42.434501       1 tlsconfig.go:178] "Loaded client CA" index=7 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"aggregator-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:10 +0000 UTC to 2022-05-25 17:58:10 +0000 UTC (now=2022-05-24 18:31:42.434483937 +0000 UTC))"
2022-05-24T18:31:42.434694524Z I0524 18:31:42.434678       1 tlsconfig.go:200] "Loaded serving cert" certName="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key" certDetail="\"api.openshift-oauth-apiserver.svc\" [serving] validServingFor=[api.openshift-oauth-apiserver.svc,api.openshift-oauth-apiserver.svc.cluster.local] issuer=\"openshift-service-serving-signer@1653415662\" (2022-05-24 18:08:01 +0000 UTC to 2024-05-23 18:08:02 +0000 UTC (now=2022-05-24 18:31:42.434655876 +0000 UTC))"
2022-05-24T18:31:42.434840972Z I0524 18:31:42.434827       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417101\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417101\" (2022-05-24 17:31:41 +0000 UTC to 2023-05-24 17:31:41 +0000 UTC (now=2022-05-24 18:31:42.434808451 +0000 UTC))"
2022-05-24T18:33:02.002050343Z W0524 18:33:02.001977       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:02.002339492Z W0524 18:33:02.002159       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:02.002592112Z W0524 18:33:02.002568       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:02.003607726Z W0524 18:33:02.003504       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:02.007378558Z W0524 18:33:02.007351       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:02.007484980Z W0524 18:33:02.007465       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:02.007533513Z W0524 18:33:02.007512       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:02.017898688Z W0524 18:33:02.017872       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:02.018397356Z W0524 18:33:02.018374       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:03.003258098Z W0524 18:33:03.003221       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:03.003258098Z W0524 18:33:03.003238       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:03.004092571Z W0524 18:33:03.004065       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:03.005131064Z W0524 18:33:03.005108       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:03.009641780Z W0524 18:33:03.009614       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:03.009675643Z W0524 18:33:03.009666       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:03.009951365Z W0524 18:33:03.009922       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:03.019222250Z W0524 18:33:03.019171       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:03.020029036Z W0524 18:33:03.020008       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:04.423450085Z W0524 18:33:04.423410       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:04.427474404Z W0524 18:33:04.427442       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:04.553065756Z W0524 18:33:04.553022       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:04.607267665Z W0524 18:33:04.607232       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:04.674776508Z W0524 18:33:04.674741       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:04.723935731Z W0524 18:33:04.723900       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:04.759915839Z W0524 18:33:04.759884       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:04.843408932Z W0524 18:33:04.843370       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:04.885917110Z W0524 18:33:04.885885       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:06.945377757Z W0524 18:33:06.945345       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:07.002555112Z W0524 18:33:07.002525       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:07.036628961Z W0524 18:33:07.036596       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:07.367573900Z W0524 18:33:07.367538       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:07.415031879Z W0524 18:33:07.414998       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:07.706655063Z W0524 18:33:07.706623       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:07.739491991Z W0524 18:33:07.739458       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:07.761267481Z W0524 18:33:07.761235       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:07.796252616Z W0524 18:33:07.796214       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:10.735326711Z W0524 18:33:10.735291       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:11.134146473Z W0524 18:33:11.134107       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:11.321724901Z W0524 18:33:11.321690       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:11.378886044Z W0524 18:33:11.378851       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:11.692979891Z W0524 18:33:11.692942       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:11.722072330Z W0524 18:33:11.722044       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:11.836828285Z W0524 18:33:11.836797       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:11.945760878Z W0524 18:33:11.945723       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:11.946673784Z W0524 18:33:11.946653       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:16.577796314Z W0524 18:33:16.577763       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:16.663233275Z W0524 18:33:16.663196       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:17.195632428Z W0524 18:33:17.195593       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:17.332667481Z W0524 18:33:17.332632       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:17.391974794Z W0524 18:33:17.391941       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:17.407282346Z W0524 18:33:17.407250       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:17.649470935Z W0524 18:33:17.649438       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:17.671743790Z W0524 18:33:17.671713       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:18.495450002Z W0524 18:33:18.495379       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:26.366274108Z W0524 18:33:26.366227       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:26.402547714Z W0524 18:33:26.402503       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:26.695046307Z W0524 18:33:26.694999       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:26.818522490Z W0524 18:33:26.818489       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:27.821504643Z W0524 18:33:27.821469       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:28.012894905Z W0524 18:33:28.012849       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:28.131955735Z W0524 18:33:28.131913       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:28.454045593Z W0524 18:33:28.454006       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:28.761145753Z W0524 18:33:28.761110       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:34.029033620Z W0524 18:33:34.028996       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:35.030644825Z W0524 18:33:35.030607       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:36.784487178Z W0524 18:33:36.784455       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:39.785206750Z W0524 18:33:39.785146       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:40.656834343Z W0524 18:33:40.656796       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:40.743956053Z W0524 18:33:40.743921       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:43.703190990Z W0524 18:33:43.703138       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:43.780283815Z W0524 18:33:43.780239       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:44.654744693Z W0524 18:33:44.654707       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:44.778282151Z W0524 18:33:44.778243       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:45.291250973Z W0524 18:33:45.291215       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:46.670545709Z W0524 18:33:46.670515       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:46.857405006Z W0524 18:33:46.857368       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:47.927237440Z W0524 18:33:47.927169       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:33:52.127374116Z W0524 18:33:52.127330       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:34:03.740709058Z W0524 18:34:03.740674       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:34:11.246290034Z W0524 18:34:11.246252       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:34:12.457326100Z W0524 18:34:12.457286       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:34:12.925695008Z W0524 18:34:12.925652       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:34:13.808723467Z W0524 18:34:13.808688       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:34:14.049451716Z W0524 18:34:14.049416       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:34:14.060725492Z W0524 18:34:14.060692       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:34:14.080820477Z W0524 18:34:14.080783       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
2022-05-24T18:34:15.452511841Z W0524 18:34:15.452477       1 clientconn.go:1326] [core] grpc: addrConn.createTransport failed to connect to {10.0.138.197:2379 10.0.138.197 <nil> 0 <nil>}. Err: connection error: desc = "transport: Error while dialing dial tcp 10.0.138.197:2379: connect: connection refused". Reconnecting...
